Time (hh:mm:ss),FlightID,Latitude (deg),Longitude (deg),Altitude (feet),Aircraft type,CAS (knot),TAS (knot),GS (knot),MACH
12:00:00,FLT1000,34.5791,143.5186,37994.31,B782,274.4376,403.7279,830.5225,0.8579
12:00:01,FLT1000,34.5794,143.5165,37994.41,B782,274.4455,403.6763,830.3707,0.8578
12:00:02,FLT1000,34.5798,143.5143,37994.42,B782,274.4335,403.6247,830.6072,0.858
12:00:03,FLT1000,34.5801,143.5122,37994.42,B782,274.315,403.5738,830.6076,0.858
12:00:04,FLT1000,34.5805,143.5101,37994.46,B782,274.3958,403.5223,830.2389,0.8576
12:00:05,FLT1000,34.5808,143.5079,37994.5,B782,274.3866,403.4732,830.4474,0.8578
12:00:06,FLT1000,34.5811,143.5058,37994.53,B782,274.3226,403.423,830.4263,0.8578
12:00:07,FLT1000,34.5815,143.5037,37994.62,B782,274.3325,403.3754,830.1485,0.8575
12:00:08,FLT1000,34.5818,143.5016,37994.68,B782,274.3481,403.324,830.3898,0.8578
12:00:09,FLT1000,34.5821,143.4994,37994.81,B782,274.2899,403.277,830.2057,0.8576
12:00:10,FLT1000,34.5824,143.4973,37994.86,B782,274.323,403.2265,830.3088,0.8577
12:00:11,FLT1000,34.5828,143.4952,37994.96,B782,274.2338,403.1779,830.2664,0.8576
12:00:12,FLT1000,34.5831,143.4931,37995.16,B782,274.2439,403.1311,830.1876,0.8576
12:00:13,FLT1000,34.5834,143.4909,37995.22,B782,274.2922,403.083,830.2714,0.8577
12:00:14,FLT1000,34.5837,143.4888,37995.28,B782,274.2646,403.0366,830.0993,0.8575
12:00:15,FLT1000,34.584,143.4867,37995.4,B782,274.3938,402.9883,830.1637,0.8575
12:00:16,FLT1000,34.5843,143.4845,37995.53,B782,274.4119,402.9399,830.4459,0.8578
12:00:17,FLT1000,34.5846,143.4824,37995.53,B782,274.3065,402.894,830.3742,0.8578
12:00:18,FLT1000,34.5849,143.4802,37995.69,B782,274.3701,402.8495,829.8582,0.8572
12:00:19,FLT1000,34.5852,143.4781,37995.87,B782,274.2926,402.8019,830.2805,0.8577
12:00:20,FLT1000,34.5855,143.476,37995.93,B782,274.2808,402.7546,829.9234,0.8573
12:00:21,FLT1000,34.5858,143.4739,37996.07,B782,274.2948,402.7076,830.4268,0.8578
12:00:22,FLT1000,34.5861,143.4717,37996.21,B782,274.2865,402.6617,830.1586,0.8575
12:00:23,FLT1000,34.5864,143.4696,37996.24,B782,274.2596,402.6176,830.0777,0.8574
12:00:24,FLT1000,34.5867,143.4675,37996.33,B782,274.2094,402.5739,829.7632,0.8571
12:00:25,FLT1000,34.5869,143.4653,37996.38,B782,274.3216,402.5387,830.0197,0.8574
12:00:26,FLT1000,34.5872,143.4632,37996.51,B782,274.2403,402.5149,830.0138,0.8574
12:00:27,FLT1000,34.5875,143.461,37996.64,B782,274.1287,402.5037,829.9949,0.8574
12:00:28,FLT1000,34.5878,143.4589,37996.77,B782,274.2007,402.4971,830.1495,0.8575
12:00:29,FLT1000,34.5881,143.4568,37996.93,B782,274.1763,402.4944,830.033,0.8574
12:00:30,FLT1000,34.5883,143.4547,37997.03,B782,274.1473,402.4927,829.8881,0.8573
12:00:31,FLT1000,34.5886,143.4525,37997.07,B782,274.2243,402.4895,829.9693,0.8573
12:00:32,FLT1000,34.5889,143.4504,37997.22,B782,274.266,402.4878,830.0836,0.8575
12:00:33,FLT1000,34.5892,143.4482,37997.22,B782,274.2033,402.4863,830.0836,0.8575
12:00:34,FLT1000,34.5895,143.4461,37997.22,B782,274.2808,402.4829,830.0836,0.8575
12:00:35,FLT1000,34.5897,143.444,37997.55,B782,274.1524,402.4828,829.7812,0.8571
12:00:36,FLT1000,34.59,143.4418,37997.71,B782,274.1597,402.4826,829.785,0.8571
12:00:37,FLT1000,34.5903,143.4397,37997.86,B782,274.0635,402.4818,829.8653,0.8572
12:00:38,FLT1000,34.5906,143.4376,37997.93,B782,274.2351,402.4794,829.3861,0.8567
12:00:39,FLT1000,34.5909,143.4355,37997.94,B782,274.1101,402.4776,829.5517,0.8569
12:00:40,FLT1000,34.5912,143.4333,37998.08,B782,274.0867,402.4743,829.6581,0.857
12:00:41,FLT1000,34.5915,143.4312,37998.15,B782,274.1651,402.4708,829.6189,0.857
12:00:42,FLT1000,34.5917,143.429,37998.15,B782,274.2078,402.4652,830.2074,0.8576
12:00:43,FLT1000,34.592,143.4269,37998.23,B782,274.1002,402.4617,829.7264,0.8571
12:00:44,FLT1000,34.5923,143.4248,37998.3,B782,274.1769,402.456,829.7629,0.8571
12:00:45,FLT1000,34.5926,143.4226,37998.28,B782,274.1232,402.4538,829.6439,0.857
12:00:46,FLT1000,34.5929,143.4205,37998.27,B782,274.1729,402.4491,829.6862,0.857
12:00:47,FLT1000,34.5932,143.4184,37998.31,B782,274.1775,402.4459,829.8819,0.8572
12:00:48,FLT1000,34.5934,143.4163,37998.33,B782,274.0661,402.4431,829.5667,0.8569
12:00:49,FLT1000,34.5937,143.4141,37998.33,B782,274.0354,402.4421,829.664,0.857
12:00:50,FLT1000,34.594,143.412,37998.27,B782,274.1677,402.4389,829.6332,0.857
12:00:51,FLT1000,34.5943,143.4098,37998.25,B782,274.1956,402.4337,829.8976,0.8573
12:00:52,FLT1000,34.5946,143.4077,37998.27,B782,274.0739,402.4315,829.7854,0.8571
12:00:53,FLT1000,34.5949,143.4056,37998.21,B782,274.1195,402.4306,829.6109,0.857
12:00:54,FLT1000,34.5952,143.4035,37998.24,B782,274.0193,402.4301,829.916,0.8573
12:00:55,FLT1000,34.5954,143.4013,37998.33,B782,274.1735,402.4315,829.7698,0.8571
12:00:56,FLT1000,34.5957,143.3992,37998.31,B782,274.1188,402.4345,829.2716,0.8566
12:00:57,FLT1000,34.596,143.3971,37998.27,B782,274.1214,402.4323,829.6053,0.857
12:00:58,FLT1000,34.5963,143.3949,37998.29,B782,274.0392,402.4328,829.6619,0.857
12:00:59,FLT1000,34.5966,143.3928,37998.24,B782,274.1518,402.431,829.6724,0.857
12:01:00,FLT1000,34.5969,143.3906,37998.22,B782,274.0957,402.4289,829.7439,0.8571
12:01:01,FLT1000,34.5971,143.3885,37998.24,B782,274.1828,402.4254,829.6876,0.857
12:01:02,FLT1000,34.5974,143.3864,37998.3,B782,274.2476,402.4214,830.1164,0.8575
12:01:03,FLT1000,34.5977,143.3843,37998.26,B782,274.1627,402.417,829.9462,0.8573
12:01:04,FLT1000,34.598,143.3821,37998.31,B782,274.1891,402.4139,829.8961,0.8573
12:01:05,FLT1000,34.5983,143.38,37998.31,B782,274.2045,402.4107,829.7564,0.8571
12:01:06,FLT1000,34.5986,143.3779,37998.32,B782,274.0834,402.4084,829.8384,0.8572
12:01:07,FLT1000,34.5989,143.3757,37998.29,B782,274.1166,402.4046,829.782,0.8571
12:01:08,FLT1000,34.5991,143.3736,37998.31,B782,274.0216,402.4011,829.7562,0.8571
12:01:09,FLT1000,34.5994,143.3714,37998.26,B782,274.1306,402.3986,829.603,0.857
12:01:10,FLT1000,34.5997,143.3693,37998.17,B782,274.1589,402.3917,829.8107,0.8572
12:01:11,FLT1000,34.6,143.3672,37998.11,B782,274.0461,402.3883,829.1596,0.8565
12:01:12,FLT1000,34.6003,143.3651,37998.12,B782,274.111,402.38,829.7829,0.8571
12:01:13,FLT1000,34.6006,143.3629,37998.11,B782,274.0224,402.3749,829.6771,0.857
12:01:14,FLT1000,34.6008,143.3608,37998.08,B782,274.0218,402.3714,829.5536,0.8569
12:01:15,FLT1000,34.6011,143.3587,37998.09,B782,274.0662,402.3681,829.6641,0.857
12:01:16,FLT1000,34.6014,143.3565,37998.06,B782,274.1891,402.3628,829.7039,0.8571
12:01:17,FLT1000,34.6017,143.3544,37997.94,B782,273.9765,402.3573,829.498,0.8569
12:01:18,FLT1000,34.602,143.3522,37997.9,B782,274.106,402.3519,829.6905,0.8571
12:01:19,FLT1000,34.6023,143.3501,37997.94,B782,274.1231,402.3468,829.7421,0.8571
12:01:20,FLT1000,34.6025,143.348,37997.99,B782,274.1675,402.3433,829.8328,0.8572
12:01:21,FLT1000,34.6028,143.3459,37997.99,B782,274.0665,402.3401,829.8236,0.8572
12:01:22,FLT1000,34.6031,143.3437,37997.96,B782,274.0696,402.3359,829.527,0.8569
12:01:23,FLT1000,34.6034,143.3416,37997.83,B782,274.1011,402.3316,829.6525,0.857
12:01:24,FLT1000,34.6037,143.3395,37997.76,B782,274.099,402.3255,829.6916,0.8571
12:01:25,FLT1000,34.604,143.3373,37997.77,B782,274.0415,402.3226,829.5629,0.8569
12:01:26,FLT1000,34.6042,143.3352,37997.87,B782,274.0434,402.3166,829.8422,0.8572
12:01:27,FLT1000,34.6045,143.333,37997.87,B782,273.9721,402.3137,829.5005,0.8569
12:01:28,FLT1000,34.6048,143.3309,37997.88,B782,274.007,402.3115,829.2522,0.8566
12:01:29,FLT1000,34.6051,143.3288,37997.87,B782,274.1476,402.3065,829.6495,0.857
12:01:30,FLT1000,34.6054,143.3267,37997.92,B782,274.0857,402.3001,829.3836,0.8567
12:01:31,FLT1000,34.6057,143.3245,37997.96,B782,274.0212,402.295,829.6783,0.857
12:01:32,FLT1000,34.6059,143.3224,37998.05,B782,274.0621,402.2906,829.5147,0.8569
12:01:33,FLT1000,34.6062,143.3203,37998.05,B782,274.0152,402.286,829.4039,0.8568
12:01:34,FLT1000,34.6065,143.3181,37998.12,B782,274.0473,402.2805,829.6351,0.857
12:01:35,FLT1000,34.6068,143.316,37998.14,B782,274.0139,402.2742,829.2749,0.8566
12:01:36,FLT1000,34.6071,143.3138,37998.18,B782,273.9771,402.2696,829.3252,0.8567
12:01:37,FLT1000,34.6073,143.3117,37998.18,B782,274.0405,402.2635,829.3049,0.8567
12:01:38,FLT1000,34.6076,143.3096,37998.22,B782,273.9834,402.2581,829.6506,0.857
12:01:39,FLT1000,34.6079,143.3075,37998.23,B782,273.9822,402.2524,829.3975,0.8567
12:01:40,FLT1000,34.6082,143.3053,37998.29,B782,274.0973,402.2479,829.3007,0.8566
12:01:41,FLT1000,34.6085,143.3032,37998.27,B782,273.9989,402.2446,829.4437,0.8568
12:01:42,FLT1000,34.6088,143.3011,37998.31,B782,273.9627,402.2409,829.4685,0.8568
12:01:43,FLT1000,34.609,143.2989,37998.4,B782,274.0875,402.2376,829.0786,0.8564
12:01:44,FLT1000,34.6093,143.2968,37998.33,B782,273.9523,402.2351,829.4114,0.8568
12:01:45,FLT1000,34.6096,143.2946,37998.34,B782,273.9851,402.2318,829.3702,0.8567
12:01:46,FLT1000,34.6099,143.2925,37998.38,B782,274.0433,402.2287,829.3944,0.8567
12:01:47,FLT1000,34.6102,143.2904,37998.31,B782,273.9453,402.2268,829.2455,0.8566
12:01:48,FLT1000,34.6104,143.2883,37998.27,B782,273.986,402.2214,829.5896,0.8569
12:01:49,FLT1000,34.6107,143.2861,37998.27,B782,274.0418,402.2173,829.5166,0.8569
12:01:50,FLT1000,34.611,143.284,37998.31,B782,274.03,402.2122,829.5467,0.8569
12:01:51,FLT1000,34.6113,143.2819,37998.38,B782,274.1229,402.207,829.585,0.8569
12:01:52,FLT1000,34.6116,143.2797,37998.45,B782,273.953,402.2023,829.265,0.8566
12:01:53,FLT1000,34.6119,143.2776,37998.45,B782,274.0028,402.2002,829.339,0.8567
12:01:54,FLT1000,34.6121,143.2755,37998.48,B782,273.9681,402.199,829.2649,0.8566
12:01:55,FLT1000,34.6124,143.2733,37998.52,B782,274.0051,402.1971,829.225,0.8566
12:01:56,FLT1000,34.6127,143.2712,37998.52,B782,273.9391,402.1947,829.5314,0.8569
12:01:57,FLT1000,34.613,143.2691,37998.5,B782,274.1028,402.1898,829.3724,0.8567
12:01:58,FLT1000,34.6133,143.2669,37998.46,B782,273.9965,402.1825,829.2981,0.8566
12:01:59,FLT1000,34.6135,143.2648,37998.49,B782,274.0137,402.1747,829.3526,0.8567
12:02:00,FLT1000,34.6138,143.2627,37998.55,B782,273.8635,402.172,829.4771,0.8568
12:02:01,FLT1000,34.6141,143.2605,37998.56,B782,273.9932,402.1665,829.4231,0.8568
12:02:02,FLT1000,34.6144,143.2584,37998.54,B782,274.0256,402.1636,829.3902,0.8567
12:02:03,FLT1000,34.6147,143.2563,37998.52,B782,274.0138,402.1597,829.4236,0.8568
12:02:04,FLT1000,34.6149,143.2541,37998.47,B782,274.033,402.1546,829.5285,0.8569
12:02:05,FLT1000,34.6152,143.252,37998.34,B782,274.028,402.1501,829.6079,0.857
12:02:06,FLT1000,34.6155,143.2499,37998.23,B782,274.0235,402.1421,829.4515,0.8568
12:02:07,FLT1000,34.6158,143.2477,37998.13,B782,273.9444,402.1381,829.3704,0.8567
12:02:08,FLT1000,34.6161,143.2456,37998.07,B782,273.9569,402.1341,829.2695,0.8566
12:02:09,FLT1000,34.6164,143.2435,37998.07,B782,273.9584,402.1315,829.1748,0.8565
12:02:10,FLT1000,34.6166,143.2414,37997.95,B782,273.8977,402.1287,829.4307,0.8568
12:02:11,FLT1000,34.6169,143.2392,37997.74,B782,273.9677,402.1244,829.3341,0.8567
12:02:12,FLT1000,34.6172,143.2371,37997.7,B782,273.9103,402.119,829.6408,0.857
12:02:13,FLT1000,34.6175,143.2349,37997.72,B782,273.9677,402.1164,829.0989,0.8564
12:02:14,FLT1000,34.6178,143.2328,37997.63,B782,273.9012,402.1149,829.0173,0.8564
12:02:15,FLT1000,34.618,143.2307,37997.5,B782,273.8968,402.1121,828.7872,0.8561
12:02:16,FLT1000,34.6183,143.2286,37997.35,B782,273.9669,402.1043,829.3106,0.8567
12:02:17,FLT1000,34.6186,143.2264,37997.24,B782,273.9799,402.0992,829.1179,0.8565
12:02:18,FLT1000,34.6189,143.2243,37997.3,B782,273.9964,402.0935,829.2393,0.8566
12:02:19,FLT1000,34.6192,143.2222,37997.3,B782,273.9152,402.0889,829.309,0.8567
12:02:20,FLT1000,34.6194,143.22,37997.25,B782,273.8785,402.0833,829.2525,0.8566
12:02:21,FLT1000,34.6197,143.2179,37997.28,B782,273.967,402.0764,829.2085,0.8566
12:02:22,FLT1000,34.62,143.2157,37997.28,B782,273.9848,402.0709,829.1226,0.8565
12:02:23,FLT1000,34.6203,143.2136,37997.28,B782,273.8115,402.0641,829.0182,0.8564
12:02:24,FLT1000,34.6206,143.2115,37997.28,B782,274.0491,402.0567,829.0182,0.8564
12:02:25,FLT1000,34.6208,143.2094,37997.27,B782,273.9052,402.0482,829.3647,0.8567
12:02:26,FLT1000,34.6211,143.2072,37997.32,B782,273.9512,402.0397,829.1447,0.8565
12:02:27,FLT1000,34.6214,143.2051,37997.36,B782,273.9316,402.0326,829.0892,0.8564
12:02:28,FLT1000,34.6217,143.203,37997.45,B782,273.8179,402.0242,829.0666,0.8564
12:02:29,FLT1000,34.622,143.2008,37997.52,B782,274.0265,402.02,828.7467,0.8561
12:02:30,FLT1000,34.6222,143.1987,37997.56,B782,273.9259,402.0111,829.2629,0.8566
12:02:31,FLT1000,34.6225,143.1965,37997.68,B782,273.9533,402.0058,828.9263,0.8563
12:02:32,FLT1000,34.6228,143.1944,37997.82,B782,273.9251,401.9983,829.0774,0.8564
12:02:33,FLT1000,34.6231,143.1923,37997.81,B782,273.9199,401.9928,829.1545,0.8565
12:02:34,FLT1000,34.6233,143.1902,37997.85,B782,273.8728,401.988,828.921,0.8563
12:02:35,FLT1000,34.6236,143.188,37997.94,B782,273.8431,401.983,828.9459,0.8563
12:02:36,FLT1000,34.6239,143.1859,37998,B782,273.8574,401.9798,829.0644,0.8564
12:02:37,FLT1000,34.6242,143.1838,37998.06,B782,273.8224,401.9777,829.0156,0.8564
12:02:38,FLT1000,34.6245,143.1816,37998.01,B782,273.8876,401.9755,829.2334,0.8566
12:02:39,FLT1000,34.6247,143.1795,37997.96,B782,273.8107,401.9706,828.9281,0.8563
12:02:40,FLT1000,34.625,143.1774,37997.89,B782,273.8254,401.9685,828.9137,0.8562
12:02:41,FLT1000,34.6253,143.1752,37997.89,B782,273.6622,401.9615,828.9213,0.8563
12:02:42,FLT1000,34.6256,143.1731,37997.78,B782,273.8718,401.9566,828.7359,0.8561
12:02:43,FLT1000,34.6259,143.171,37997.82,B782,273.765,401.9525,829.1727,0.8565
12:02:44,FLT1000,34.6261,143.1688,37997.88,B782,273.8613,401.9487,829.0802,0.8564
12:02:45,FLT1000,34.6264,143.1667,37997.99,B782,273.8579,401.9469,828.7274,0.8561
12:02:46,FLT1000,34.6267,143.1646,37998.1,B782,273.8053,401.943,828.7936,0.8561
12:02:47,FLT1000,34.627,143.1624,37998.09,B782,273.8432,401.9414,829.1783,0.8565
12:02:48,FLT1000,34.6273,143.1603,37998.04,B782,273.946,401.9355,829.1709,0.8565
12:02:49,FLT1000,34.6275,143.1582,37998.05,B782,273.7831,401.9312,829.0121,0.8563
12:02:50,FLT1000,34.6278,143.156,37998.16,B782,273.8067,401.9245,828.9572,0.8563
12:02:51,FLT1000,34.6281,143.1539,37998.18,B782,273.8609,401.9233,828.7724,0.8561
12:02:52,FLT1000,34.6284,143.1518,37998.21,B782,273.7473,401.9175,828.763,0.8561
12:02:53,FLT1000,34.6287,143.1496,37998.27,B782,273.9412,401.9112,829.1168,0.8565
12:02:54,FLT1000,34.6289,143.1475,37998.32,B782,273.9038,401.9039,828.8392,0.8562
12:02:55,FLT1000,34.6292,143.1454,37998.4,B782,273.8191,401.9011,828.7507,0.8561
12:02:56,FLT1000,34.6295,143.1433,37998.48,B782,273.8203,401.8968,828.9096,0.8562
12:02:57,FLT1000,34.6298,143.1411,37998.48,B782,273.8297,401.8919,828.9549,0.8563
12:02:58,FLT1000,34.63,143.139,37998.46,B782,273.8428,401.8897,828.8065,0.8561
12:02:59,FLT1000,34.6303,143.1369,37998.48,B782,273.8578,401.8826,828.9129,0.8562
12:03:00,FLT1000,34.6306,143.1347,37998.47,B782,273.7565,401.8793,828.6487,0.856
12:03:01,FLT1000,34.6309,143.1326,37998.52,B782,273.7777,401.876,828.7405,0.8561
12:03:02,FLT1000,34.6312,143.1304,37998.58,B782,273.8233,401.8716,828.7348,0.8561
12:03:03,FLT1000,34.6314,143.1283,37998.61,B782,273.7553,401.8664,828.9958,0.8563
12:03:04,FLT1000,34.6317,143.1262,37998.71,B782,273.7739,401.8664,828.4539,0.8558
12:03:05,FLT1000,34.632,143.1241,37998.8,B782,273.8712,401.8643,828.8486,0.8562
12:03:06,FLT1000,34.6323,143.1219,37998.86,B782,273.8258,401.8602,829.0217,0.8564
12:03:07,FLT1000,34.6325,143.1198,37998.87,B782,273.7969,401.8564,828.979,0.8563
12:03:08,FLT1000,34.6328,143.1177,37998.87,B782,273.7409,401.8543,828.8434,0.8562
12:03:09,FLT1000,34.6331,143.1155,37998.94,B782,273.8238,401.8511,828.6145,0.8559
12:03:10,FLT1000,34.6334,143.1134,37999.05,B782,273.8043,401.851,828.9256,0.8563
12:03:11,FLT1000,34.6337,143.1113,37999.13,B782,273.8191,401.8501,829.0045,0.8563
12:03:12,FLT1000,34.6339,143.1091,37999.08,B782,273.8549,401.8473,829.013,0.8564
12:03:13,FLT1000,34.6342,143.107,37999.08,B782,273.7678,401.8479,828.8553,0.8562
12:03:14,FLT1000,34.6345,143.1049,37999.14,B782,273.7737,401.8487,828.7233,0.8561
12:03:15,FLT1000,34.6348,143.1027,37999.08,B782,273.7713,401.8511,829.0858,0.8564
12:03:16,FLT1000,34.635,143.1006,37999.05,B782,273.8609,401.8512,828.9656,0.8563
12:03:17,FLT1000,34.6353,143.0985,37998.99,B782,273.8055,401.8524,828.8273,0.8562
12:03:18,FLT1000,34.6356,143.0963,37998.92,B782,273.9042,401.8542,828.9806,0.8563
12:03:19,FLT1000,34.6359,143.0942,37998.89,B782,273.8043,401.8553,828.7556,0.8561
12:03:20,FLT1000,34.6362,143.0921,37998.89,B782,273.8419,401.8541,828.7556,0.8561
12:03:21,FLT1000,34.6364,143.0899,37998.78,B782,273.8629,401.8543,828.8892,0.8562
12:03:22,FLT1000,34.6367,143.0878,37998.74,B782,273.812,401.8539,828.9106,0.8562
12:03:23,FLT1000,34.637,143.0857,37998.74,B782,273.7152,401.8534,828.8365,0.8562
12:03:24,FLT1000,34.6373,143.0835,37998.66,B782,273.903,401.8527,829.0147,0.8564
12:03:25,FLT1000,34.6375,143.0814,37998.64,B782,273.8005,401.8494,829.0562,0.8564
12:03:26,FLT1000,34.6378,143.0793,37998.6,B782,273.7921,401.846,828.8325,0.8562
12:03:27,FLT1000,34.6381,143.0772,37998.57,B782,273.8226,401.843,828.8395,0.8562
12:03:28,FLT1000,34.6384,143.075,37998.58,B782,273.8623,401.8374,829.0239,0.8564
12:03:29,FLT1000,34.6386,143.0729,37998.58,B782,273.8777,401.8322,829.0017,0.8563
12:03:30,FLT1000,34.6389,143.0708,37998.69,B782,273.7249,401.8324,829.0782,0.8564
12:03:31,FLT1000,34.6392,143.0686,37998.87,B782,273.8123,401.8345,828.9378,0.8563
12:03:32,FLT1000,34.6395,143.0665,37998.9,B782,273.7044,401.8387,828.6928,0.856
12:03:33,FLT1000,34.6398,143.0643,37998.81,B782,273.7786,401.8384,828.7895,0.8561
12:03:34,FLT1000,34.64,143.0622,37998.75,B782,273.7388,401.8403,828.6073,0.8559
12:03:35,FLT1000,34.6403,143.0601,37998.72,B782,273.7298,401.8404,828.9639,0.8563
12:03:36,FLT1000,34.6406,143.058,37998.74,B782,273.7765,401.841,828.8318,0.8562
12:03:37,FLT1000,34.6409,143.0558,37998.69,B782,273.8289,401.8418,828.7006,0.856
12:03:38,FLT1000,34.6411,143.0537,37998.55,B782,273.7476,401.8372,828.8431,0.8562
12:03:39,FLT1000,34.6414,143.0516,37998.44,B782,273.808,401.8393,828.335,0.8556
12:03:40,FLT1000,34.6417,143.0494,37998.44,B782,273.7175,401.8375,828.9021,0.8562
12:03:41,FLT1000,34.642,143.0473,37998.37,B782,273.8112,401.8375,828.7254,0.8561
12:03:42,FLT1000,34.6422,143.0451,37998.28,B782,273.7768,401.8359,828.9436,0.8563
12:03:43,FLT1000,34.6425,143.043,37998.24,B782,273.9028,401.8376,828.9326,0.8563
12:03:44,FLT1000,34.6428,143.0409,37998.2,B782,273.7852,401.8357,828.811,0.8561
12:03:45,FLT1000,34.6431,143.0388,37998.2,B782,273.8262,401.8337,828.9582,0.8563
12:03:46,FLT1000,34.6434,143.0366,37998.13,B782,273.7491,401.8336,829.0181,0.8564
12:03:47,FLT1000,34.6436,143.0345,37998.06,B782,273.7477,401.8318,828.9899,0.8563
12:03:48,FLT1000,34.6439,143.0324,37998,B782,273.8764,401.8332,828.8482,0.8562
12:03:49,FLT1000,34.6442,143.0302,37998.02,B782,273.8007,401.8302,829.1435,0.8565
12:03:50,FLT1000,34.6445,143.0281,37998.04,B782,273.8507,401.8309,828.8095,0.8561
12:03:51,FLT1000,34.6447,143.026,37998.07,B782,273.7934,401.8323,828.6397,0.856
12:03:52,FLT1000,34.645,143.0238,37998.05,B782,273.7982,401.8303,828.9902,0.8563
12:03:53,FLT1000,34.6453,143.0217,37998.04,B782,273.6924,401.8293,828.8453,0.8562
12:03:54,FLT1000,34.6456,143.0196,37998.01,B782,273.7796,401.8261,828.9912,0.8563
12:03:55,FLT1000,34.6458,143.0174,37997.91,B782,273.6579,401.8249,828.5584,0.8559
12:03:56,FLT1000,34.6461,143.0153,37997.83,B782,273.7888,401.8241,828.4748,0.8558
12:03:57,FLT1000,34.6464,143.0132,37997.87,B782,273.8514,401.8178,829.0901,0.8564
12:03:58,FLT1000,34.6467,143.011,37997.81,B782,273.746,401.8185,828.8792,0.8562
12:03:59,FLT1000,34.6469,143.0089,37997.77,B782,273.8748,401.82,828.9734,0.8563
12:04:00,FLT1000,34.6472,143.0068,37997.69,B782,273.7896,401.8203,828.8142,0.8561
12:04:01,FLT1000,34.6475,143.0046,37997.69,B782,273.8216,401.8188,828.8349,0.8562
12:04:02,FLT1000,34.6478,143.0025,37997.52,B782,273.8199,401.8173,829.001,0.8563
12:04:03,FLT1000,34.648,143.0004,37997.44,B782,273.722,401.815,828.9929,0.8563
12:04:04,FLT1000,34.6483,142.9982,37997.44,B782,273.7293,401.8177,828.8395,0.8562
12:04:05,FLT1000,34.6486,142.9961,37997.42,B782,273.8369,401.8202,828.6876,0.856
12:04:06,FLT1000,34.6489,142.994,37997.34,B782,273.8261,401.8183,828.9496,0.8563
12:04:07,FLT1000,34.6492,142.9919,37997.18,B782,273.9103,401.8189,828.8888,0.8562
12:04:08,FLT1000,34.6494,142.9897,37997.07,B782,273.7124,401.8197,828.7353,0.8561
12:04:09,FLT1000,34.6497,142.9876,37997.04,B782,273.8195,401.8223,828.9501,0.8563
12:04:10,FLT1000,34.65,142.9854,37997.02,B782,273.9051,401.8195,828.9377,0.8563
12:04:11,FLT1000,34.6503,142.9833,37996.96,B782,273.8386,401.8171,829.0282,0.8564
12:04:12,FLT1000,34.6505,142.9812,37996.94,B782,273.7395,401.8157,829.0182,0.8564
12:04:13,FLT1000,34.6508,142.979,37996.91,B782,273.7358,401.8158,828.5085,0.8558
12:04:14,FLT1000,34.6511,142.9769,37996.84,B782,273.8706,401.8126,829.0244,0.8564
12:04:15,FLT1000,34.6514,142.9748,37996.82,B782,273.7902,401.8081,828.7746,0.8561
12:04:16,FLT1000,34.6516,142.9727,37996.93,B782,273.8319,401.8031,828.9138,0.8562
12:04:17,FLT1000,34.6519,142.9705,37996.94,B782,273.8295,401.8012,828.9403,0.8563
12:04:18,FLT1000,34.6522,142.9684,37997.04,B782,273.7463,401.802,828.8026,0.8561
12:04:19,FLT1000,34.6525,142.9662,37997.15,B782,273.8581,401.8014,828.8564,0.8562
12:04:20,FLT1000,34.6527,142.9641,37997.24,B782,273.6708,401.8005,828.8102,0.8561
12:04:21,FLT1000,34.653,142.962,37997.23,B782,273.759,401.7998,828.828,0.8562
12:04:22,FLT1000,34.6533,142.9598,37997.25,B782,273.7551,401.799,828.8392,0.8562
12:04:23,FLT1000,34.6536,142.9577,37997.32,B782,273.8458,401.8004,828.7314,0.8561
12:04:24,FLT1000,34.6538,142.9556,37997.38,B782,273.8462,401.7956,828.8188,0.8561
12:04:25,FLT1000,34.6541,142.9535,37997.43,B782,273.7053,401.7936,828.8875,0.8562
12:04:26,FLT1000,34.6544,142.9513,37997.56,B782,273.8267,401.7899,828.8918,0.8562
12:04:27,FLT1000,34.6547,142.9492,37997.65,B782,273.7435,401.7865,828.7276,0.8561
12:04:28,FLT1000,34.6549,142.947,37997.72,B782,273.6433,401.7872,828.7127,0.856
12:04:29,FLT1000,34.6552,142.9449,37997.78,B782,273.708,401.7834,828.7958,0.8561
12:04:30,FLT1000,34.6555,142.9428,37997.81,B782,273.6965,401.7811,828.914,0.8562
12:04:31,FLT1000,34.6558,142.9406,37997.87,B782,273.6847,401.7786,828.5125,0.8558
12:04:32,FLT1000,34.656,142.9385,37997.99,B782,273.6223,401.7731,828.3696,0.8557
12:04:33,FLT1000,34.6563,142.9364,37997.99,B782,273.7273,401.7687,828.6303,0.856
12:04:34,FLT1000,34.6566,142.9343,37998.11,B782,273.7366,401.7674,828.6752,0.856
12:04:35,FLT1000,34.6569,142.9321,37998.2,B782,273.7264,401.7667,828.8686,0.8562
12:04:36,FLT1000,34.6571,142.93,37998.34,B782,273.76,401.7661,828.8964,0.8562
12:04:37,FLT1000,34.6574,142.9278,37998.41,B782,273.7959,401.768,828.534,0.8559
12:04:38,FLT1000,34.6577,142.9257,37998.41,B782,273.7985,401.7695,828.8379,0.8562
12:04:39,FLT1000,34.658,142.9236,37998.5,B782,273.7804,401.7699,828.6034,0.8559
12:04:40,FLT1000,34.6582,142.9214,37998.42,B782,273.7678,401.7664,828.9073,0.8562
