Time (hh:mm:ss),FlightID,Latitude (deg),Longitude (deg),Altitude (feet),Aircraft type,CAS (knot),TAS (knot),GS (knot),MACH
12:09:24,FLT1000,34.7346,142.3154,37998.63,B782,273.5129,401.3753,828.2708,0.8556
12:09:25,FLT1000,34.7349,142.3132,37998.65,B782,273.5865,401.3736,828.0572,0.8554
12:09:26,FLT1000,34.7352,142.3111,37998.59,B782,273.5353,401.368,828.426,0.8557
12:09:27,FLT1000,34.7354,142.309,37998.55,B782,273.5343,401.364,828.4782,0.8558
12:09:28,FLT1000,34.7357,142.3068,37998.59,B782,273.5303,401.3616,828.1532,0.8555
12:09:29,FLT1000,34.7359,142.3047,37998.68,B782,273.5157,401.3577,828.3738,0.8557
12:09:30,FLT1000,34.7362,142.3026,37998.71,B782,273.6475,401.3556,828.4051,0.8557
12:09:31,FLT1000,34.7365,142.3004,37998.74,B782,273.5792,401.3534,828.1572,0.8555
12:09:32,FLT1000,34.7367,142.2983,37998.77,B782,273.705,401.3487,828.2176,0.8555
12:09:33,FLT1000,34.737,142.2962,37998.74,B782,273.56,401.3451,828.1244,0.8554
12:09:34,FLT1000,34.7373,142.294,37998.76,B782,273.6387,401.3432,828.0891,0.8554
12:09:35,FLT1000,34.7375,142.2919,37998.79,B782,273.559,401.3409,828.372,0.8557
12:09:36,FLT1000,34.7378,142.2898,37998.79,B782,273.6369,401.3406,828.372,0.8557
12:09:37,FLT1000,34.7381,142.2876,37998.81,B782,273.5784,401.3385,828.3699,0.8557
12:09:38,FLT1000,34.7383,142.2855,37998.88,B782,273.6182,401.3335,828.3588,0.8557
12:09:39,FLT1000,34.7386,142.2833,37998.87,B782,273.6724,401.3289,828.1829,0.8555
12:09:40,FLT1000,34.7388,142.2812,37998.78,B782,273.5567,401.3267,828.2939,0.8556
12:09:41,FLT1000,34.7391,142.2791,37998.79,B782,273.5185,401.3242,828.3035,0.8556
12:09:42,FLT1000,34.7394,142.277,37998.84,B782,273.5841,401.3281,827.8869,0.8552
12:09:43,FLT1000,34.7396,142.2748,37998.78,B782,273.4834,401.3291,828.2563,0.8556
12:09:44,FLT1000,34.7399,142.2727,37998.67,B782,273.6119,401.3309,827.9496,0.8553
12:09:45,FLT1000,34.7402,142.2705,37998.57,B782,273.4282,401.3307,828.3201,0.8556
12:09:46,FLT1000,34.7404,142.2684,37998.44,B782,273.561,401.3283,828.0487,0.8554
12:09:47,FLT1000,34.7407,142.2663,37998.36,B782,273.5269,401.3274,828.2608,0.8556
12:09:48,FLT1000,34.7409,142.2641,37998.4,B782,273.4753,401.3223,828.2967,0.8556
12:09:49,FLT1000,34.7412,142.262,37998.46,B782,273.5932,401.3221,828.1593,0.8555
12:09:50,FLT1000,34.7415,142.2599,37998.52,B782,273.5491,401.3201,828.1581,0.8555
12:09:51,FLT1000,34.7417,142.2577,37998.55,B782,273.5188,401.3195,828.3199,0.8556
12:09:52,FLT1000,34.742,142.2556,37998.54,B782,273.461,401.3216,827.9464,0.8552
12:09:53,FLT1000,34.7423,142.2535,37998.54,B782,273.6389,401.3209,827.8465,0.8551
12:09:54,FLT1000,34.7425,142.2513,37998.43,B782,273.564,401.319,828.5933,0.8559
12:09:55,FLT1000,34.7428,142.2492,37998.35,B782,273.523,401.3156,828.0683,0.8554
12:09:56,FLT1000,34.743,142.2471,37998.27,B782,273.5381,401.3155,828.5272,0.8558
12:09:57,FLT1000,34.7433,142.2449,37998.29,B782,273.6346,401.3169,827.9195,0.8552
12:09:58,FLT1000,34.7436,142.2428,37998.29,B782,273.5192,401.3154,828.3175,0.8556
12:09:59,FLT1000,34.7438,142.2406,37998.25,B782,273.5084,401.3161,828.2184,0.8555
12:10:00,FLT1000,34.7441,142.2385,37998.23,B782,273.5383,401.3188,827.9648,0.8553
12:10:01,FLT1000,34.7444,142.2364,37998.28,B782,273.5619,401.3188,828.0161,0.8553
12:10:02,FLT1000,34.7446,142.2343,37998.27,B782,273.6091,401.3175,828.0625,0.8554
12:10:03,FLT1000,34.7449,142.2321,37998.2,B782,273.5339,401.3158,828.2611,0.8556
12:10:04,FLT1000,34.7451,142.23,37998.18,B782,273.5107,401.3137,828.4044,0.8557
12:10:05,FLT1000,34.7454,142.2278,37998.29,B782,273.4355,401.3126,827.9811,0.8553
12:10:06,FLT1000,34.7457,142.2257,37998.25,B782,273.4293,401.3106,828.1144,0.8554
12:10:07,FLT1000,34.7459,142.2236,37998.2,B782,273.4219,401.3103,827.8358,0.8551
12:10:08,FLT1000,34.7462,142.2214,37998.18,B782,273.4824,401.3076,827.9979,0.8553
12:10:09,FLT1000,34.7465,142.2193,37998.18,B782,273.5548,401.3041,828.0652,0.8554
12:10:10,FLT1000,34.7467,142.2172,37998.18,B782,273.5404,401.3034,828.3136,0.8556
12:10:11,FLT1000,34.747,142.215,37998.18,B782,273.5456,401.2997,828.2554,0.8556
12:10:12,FLT1000,34.7472,142.2129,37998.19,B782,273.4992,401.2991,828.1342,0.8554
12:10:13,FLT1000,34.7475,142.2108,37998.23,B782,273.5143,401.2996,828.1654,0.8555
12:10:14,FLT1000,34.7478,142.2086,37998.36,B782,273.4331,401.3008,828.0177,0.8553
12:10:15,FLT1000,34.748,142.2065,37998.43,B782,273.4942,401.3022,828.0524,0.8554
12:10:16,FLT1000,34.7483,142.2044,37998.4,B782,273.5494,401.3008,828.3154,0.8556
12:10:17,FLT1000,34.7485,142.2022,37998.35,B782,273.5161,401.2971,828.0383,0.8553
12:10:18,FLT1000,34.7488,142.2001,37998.3,B782,273.4614,401.2945,827.8985,0.8552
12:10:19,FLT1000,34.7491,142.1979,37998.37,B782,273.4596,401.2935,827.8876,0.8552
12:10:20,FLT1000,34.7493,142.1958,37998.43,B782,273.4955,401.2885,828.2678,0.8556
12:10:21,FLT1000,34.7496,142.1937,37998.44,B782,273.5311,401.2869,828.0287,0.8553
12:10:22,FLT1000,34.7499,142.1916,37998.39,B782,273.6114,401.2822,828.1714,0.8555
12:10:23,FLT1000,34.7501,142.1894,37998.37,B782,273.4181,401.277,828.0683,0.8554
12:10:24,FLT1000,34.7504,142.1873,37998.41,B782,273.5372,401.2762,828.1486,0.8555
12:10:25,FLT1000,34.7506,142.1851,37998.41,B782,273.4596,401.2743,828.2365,0.8555
12:10:26,FLT1000,34.7509,142.183,37998.42,B782,273.4783,401.2768,827.4744,0.8548
12:10:27,FLT1000,34.7512,142.1809,37998.41,B782,273.424,401.2721,827.9467,0.8552
12:10:28,FLT1000,34.7514,142.1788,37998.38,B782,273.5495,401.2687,827.7996,0.8551
12:10:29,FLT1000,34.7517,142.1766,37998.34,B782,273.611,401.2643,827.9747,0.8553
12:10:30,FLT1000,34.7519,142.1744,37998.34,B782,273.5651,401.2598,828.2011,0.8555
12:10:31,FLT1000,34.7522,142.1723,37998.35,B782,273.4707,401.2566,828.0271,0.8553
12:10:32,FLT1000,34.7525,142.1702,37998.39,B782,273.501,401.2551,827.9887,0.8553
12:10:33,FLT1000,34.7527,142.1681,37998.37,B782,273.479,401.2555,828.1212,0.8554
12:10:34,FLT1000,34.753,142.1659,37998.39,B782,273.534,401.2537,828.0006,0.8553
12:10:35,FLT1000,34.7532,142.1638,37998.44,B782,273.4916,401.2533,828.1344,0.8554
12:10:36,FLT1000,34.7535,142.1616,37998.44,B782,273.4512,401.2554,828.0627,0.8554
12:10:37,FLT1000,34.7538,142.1595,37998.35,B782,273.5124,401.2589,827.839,0.8551
12:10:38,FLT1000,34.754,142.1574,37998.31,B782,273.5253,401.2592,828.1212,0.8554
12:10:39,FLT1000,34.7543,142.1553,37998.27,B782,273.5633,401.2576,828.2179,0.8555
12:10:40,FLT1000,34.7546,142.1531,37998.27,B782,273.6154,401.2553,828.2179,0.8555
12:10:41,FLT1000,34.7548,142.151,37998.24,B782,273.5564,401.2544,828.3763,0.8557
12:10:42,FLT1000,34.7551,142.1488,37998.14,B782,273.4841,401.2528,828.216,0.8555
12:10:43,FLT1000,34.7553,142.1467,37998.11,B782,273.5521,401.2524,828.0205,0.8553
12:10:44,FLT1000,34.7556,142.1446,37998.13,B782,273.4053,401.2538,827.9958,0.8553
12:10:45,FLT1000,34.7559,142.1424,37998.18,B782,273.5286,401.2524,828.1587,0.8555
12:10:46,FLT1000,34.7561,142.1403,37998.09,B782,273.5735,401.2497,827.8902,0.8552
12:10:47,FLT1000,34.7564,142.1382,37998,B782,273.5264,401.2463,828.1045,0.8554
12:10:48,FLT1000,34.7566,142.136,37998,B782,273.4701,401.2465,827.952,0.8553
12:10:49,FLT1000,34.7569,142.1339,37998.06,B782,273.4441,401.2458,828.1262,0.8554
12:10:50,FLT1000,34.7572,142.1317,37998.06,B782,273.4939,401.2449,828.0806,0.8554
12:10:51,FLT1000,34.7574,142.1296,37998.01,B782,273.5668,401.2463,828.2235,0.8555
12:10:52,FLT1000,34.7577,142.1275,37998.09,B782,273.4935,401.2454,828.3094,0.8556
12:10:53,FLT1000,34.7579,142.1254,37998.04,B782,273.5395,401.2456,827.9454,0.8552
12:10:54,FLT1000,34.7582,142.1232,37997.96,B782,273.5221,401.2471,828.1265,0.8554
12:10:55,FLT1000,34.7585,142.1211,37997.93,B782,273.4831,401.2474,827.9156,0.8552
12:10:56,FLT1000,34.7587,142.1189,37997.91,B782,273.467,401.248,827.952,0.8553
12:10:57,FLT1000,34.759,142.1168,37997.92,B782,273.5591,401.2484,828.0325,0.8553
12:10:58,FLT1000,34.7592,142.1147,37997.85,B782,273.5183,401.2448,828.172,0.8555
12:10:59,FLT1000,34.7595,142.1126,37997.67,B782,273.4359,401.2433,827.9857,0.8553
12:11:00,FLT1000,34.7598,142.1104,37997.63,B782,273.5702,401.2408,827.913,0.8552
12:11:01,FLT1000,34.76,142.1083,37997.72,B782,273.8311,401.2372,828.3163,0.8556
12:11:02,FLT1000,34.7603,142.1061,37997.74,B782,273.5488,401.2385,828.2514,0.8556
12:11:03,FLT1000,34.7605,142.104,37997.75,B782,273.5776,401.239,828.0676,0.8554
12:11:04,FLT1000,34.7608,142.1019,37997.74,B782,273.5221,401.2397,827.6921,0.855
12:11:05,FLT1000,34.7611,142.0997,37997.65,B782,273.5125,401.2403,828.0284,0.8553
12:11:06,FLT1000,34.7613,142.0976,37997.56,B782,273.5078,401.2415,828.0279,0.8553
12:11:07,FLT1000,34.7616,142.0955,37997.63,B782,273.5502,401.2421,827.7781,0.8551
12:11:08,FLT1000,34.7618,142.0933,37997.63,B782,273.4963,401.244,828.1627,0.8555
12:11:09,FLT1000,34.7621,142.0912,37997.58,B782,273.4996,401.2445,828.1968,0.8555
12:11:10,FLT1000,34.7624,142.089,37997.49,B782,273.3664,401.2471,827.6067,0.8549
12:11:11,FLT1000,34.7626,142.0869,37997.48,B782,273.4684,401.2463,827.9472,0.8552
12:11:12,FLT1000,34.7629,142.0848,37997.51,B782,273.369,401.2456,827.6822,0.855
12:11:13,FLT1000,34.7631,142.0826,37997.51,B782,273.5463,401.2445,827.7135,0.855
12:11:14,FLT1000,34.7634,142.0805,37997.5,B782,273.7069,401.2395,828.0558,0.8554
12:11:15,FLT1000,34.7637,142.0784,37997.53,B782,273.5457,401.2373,828.4197,0.8557
12:11:16,FLT1000,34.7639,142.0762,37997.57,B782,273.5754,401.2317,827.8091,0.8551
12:11:17,FLT1000,34.7642,142.0741,37997.57,B782,273.5262,401.2281,828.1132,0.8554
12:11:18,FLT1000,34.7644,142.072,37997.64,B782,273.4857,401.2237,828.3299,0.8556
12:11:19,FLT1000,34.7647,142.0698,37997.67,B782,273.647,401.2214,827.9862,0.8553
12:11:20,FLT1000,34.7649,142.0677,37997.69,B782,273.5294,401.2189,828.1325,0.8554
12:11:21,FLT1000,34.7652,142.0655,37997.75,B782,273.488,401.2191,828.1237,0.8554
12:11:22,FLT1000,34.7655,142.0634,37997.82,B782,273.4361,401.2177,827.9289,0.8552
12:11:23,FLT1000,34.7657,142.0613,37997.82,B782,273.447,401.2178,828.0123,0.8553
12:11:24,FLT1000,34.766,142.0592,37997.81,B782,273.4548,401.2159,828.2344,0.8555
12:11:25,FLT1000,34.7662,142.057,37997.87,B782,273.4902,401.2148,827.8479,0.8551
12:11:26,FLT1000,34.7665,142.0549,37998.03,B782,273.5659,401.2123,828.0252,0.8553
12:11:27,FLT1000,34.7668,142.0527,37998.15,B782,273.4845,401.2098,827.9643,0.8553
12:11:28,FLT1000,34.767,142.0506,37998.15,B782,273.5016,401.2057,828.0488,0.8554
12:11:29,FLT1000,34.7673,142.0485,37998.15,B782,273.5146,401.1972,828.0082,0.8553
12:11:30,FLT1000,34.7675,142.0464,37998.13,B782,273.4527,401.1916,827.836,0.8551
12:11:31,FLT1000,34.7678,142.0442,37998.14,B782,273.5517,401.1858,827.8568,0.8552
12:11:32,FLT1000,34.7681,142.0421,37998.3,B782,273.4772,401.1823,827.9322,0.8552
12:11:33,FLT1000,34.7683,142.0399,37998.3,B782,273.4724,401.178,827.9322,0.8552
12:11:34,FLT1000,34.7686,142.0378,37998.53,B782,273.4675,401.1748,827.7691,0.8551
12:11:35,FLT1000,34.7688,142.0357,37998.52,B782,273.4341,401.1696,827.8166,0.8551
12:11:36,FLT1000,34.7691,142.0335,37998.53,B782,273.4045,401.1633,827.9744,0.8553
12:11:37,FLT1000,34.7693,142.0314,37998.57,B782,273.6052,401.1566,827.9714,0.8553
12:11:38,FLT1000,34.7696,142.0292,37998.76,B782,273.4673,401.152,828.1599,0.8555
12:11:39,FLT1000,34.7699,142.0271,37998.87,B782,273.5342,401.1523,827.876,0.8552
12:11:40,FLT1000,34.7701,142.025,37998.82,B782,273.3824,401.1511,827.9645,0.8553
12:11:41,FLT1000,34.7704,142.0228,37998.69,B782,273.3482,401.1496,827.6606,0.855
12:11:42,FLT1000,34.7706,142.0207,37998.65,B782,273.4506,401.1438,828.0382,0.8553
12:11:43,FLT1000,34.7709,142.0186,37998.69,B782,273.4577,401.1419,827.9954,0.8553
12:11:44,FLT1000,34.7712,142.0164,37998.74,B782,273.5623,401.1359,828.2216,0.8555
12:11:45,FLT1000,34.7714,142.0143,37998.74,B782,273.4672,401.1322,828.4897,0.8558
12:11:46,FLT1000,34.7717,142.0122,37998.74,B782,273.4823,401.132,828.106,0.8554
12:11:47,FLT1000,34.7719,142.01,37998.74,B782,273.4441,401.1328,827.8867,0.8552
12:11:48,FLT1000,34.7722,142.0079,37998.71,B782,273.335,401.1337,827.9082,0.8552
12:11:49,FLT1000,34.7724,142.0058,37998.53,B782,273.42,401.1333,827.8468,0.8551
12:11:50,FLT1000,34.7727,142.0036,37998.34,B782,273.3051,401.1305,828.0684,0.8554
12:11:51,FLT1000,34.773,142.0015,37998.25,B782,273.374,401.1271,827.9085,0.8552
12:11:52,FLT1000,34.7732,141.9993,37998.23,B782,273.4719,401.1237,827.7816,0.8551
12:11:53,FLT1000,34.7735,141.9972,37998.11,B782,273.3402,401.1233,827.734,0.855
12:11:54,FLT1000,34.7737,141.9951,37998.05,B782,273.3555,401.1238,828.06,0.8554
12:11:55,FLT1000,34.774,141.993,37997.97,B782,273.4263,401.1221,827.756,0.8551
12:11:56,FLT1000,34.7743,141.9908,37997.78,B782,273.4764,401.121,828.1918,0.8555
12:11:57,FLT1000,34.7745,141.9887,37997.72,B782,273.4044,401.1178,827.8557,0.8552
12:11:58,FLT1000,34.7748,141.9865,37997.66,B782,273.4489,401.1153,827.7479,0.855
12:11:59,FLT1000,34.775,141.9844,37997.54,B782,273.434,401.1131,827.8434,0.8551
12:12:00,FLT1000,34.7753,141.9823,37997.55,B782,273.4642,401.1114,827.9386,0.8552
12:12:01,FLT1000,34.7755,141.9801,37997.55,B782,273.5186,401.1151,827.81,0.8551
12:12:02,FLT1000,34.7758,141.978,37997.57,B782,273.4829,401.118,828.2199,0.8555
12:12:03,FLT1000,34.7761,141.9758,37997.59,B782,273.4188,401.1218,827.992,0.8553
12:12:04,FLT1000,34.7763,141.9737,37997.53,B782,273.4761,401.1255,827.9771,0.8553
12:12:05,FLT1000,34.7766,141.9716,37997.37,B782,273.477,401.1266,828.185,0.8555
12:12:06,FLT1000,34.7768,141.9695,37997.22,B782,273.4898,401.1251,827.9527,0.8553
12:12:07,FLT1000,34.7771,141.9673,37997.07,B782,273.4267,401.1254,828.0331,0.8553
12:12:08,FLT1000,34.7773,141.9652,37997.02,B782,273.4133,401.1251,828.0361,0.8553
12:12:09,FLT1000,34.7776,141.963,37997.04,B782,273.4064,401.1282,827.8,0.8551
12:12:10,FLT1000,34.7778,141.9609,37997.05,B782,273.4085,401.1308,827.7577,0.8551
12:12:11,FLT1000,34.7781,141.9588,37997.07,B782,273.4574,401.1315,827.7246,0.855
12:12:12,FLT1000,34.7784,141.9566,37997.07,B782,273.4689,401.1337,827.8274,0.8551
12:12:13,FLT1000,34.7786,141.9545,37997.16,B782,273.5077,401.1317,828.0128,0.8553
12:12:14,FLT1000,34.7789,141.9524,37997.22,B782,273.4348,401.1307,827.8558,0.8552
12:12:15,FLT1000,34.7791,141.9502,37997.23,B782,273.4016,401.1302,827.7552,0.8551
12:12:16,FLT1000,34.7794,141.9481,37997.22,B782,273.3538,401.1282,827.6367,0.8549
12:12:17,FLT1000,34.7796,141.946,37997.22,B782,273.4661,401.1271,827.9312,0.8552
12:12:18,FLT1000,34.7799,141.9438,37997.31,B782,273.4427,401.1231,827.9659,0.8553
12:12:19,FLT1000,34.7802,141.9417,37997.5,B782,273.4487,401.1252,827.9065,0.8552
12:12:20,FLT1000,34.7804,141.9396,37997.57,B782,273.4497,401.1261,827.6833,0.855
12:12:21,FLT1000,34.7807,141.9374,37997.57,B782,273.5068,401.1248,828.0744,0.8554
12:12:22,FLT1000,34.7809,141.9353,37997.68,B782,273.4032,401.1216,827.7752,0.8551
12:12:23,FLT1000,34.7812,141.9331,37997.8,B782,273.3931,401.1216,827.9033,0.8552
12:12:24,FLT1000,34.7814,141.931,37997.99,B782,273.3599,401.1215,828.0104,0.8553
12:12:25,FLT1000,34.7817,141.9289,37998.14,B782,273.4507,401.1206,828.167,0.8555
12:12:26,FLT1000,34.782,141.9267,37998.2,B782,273.4459,401.1198,828.0294,0.8553
12:12:27,FLT1000,34.7822,141.9246,37998.35,B782,273.4858,401.1173,827.9569,0.8553
12:12:28,FLT1000,34.7825,141.9225,37998.49,B782,273.4814,401.1147,828.1135,0.8554
12:12:29,FLT1000,34.7827,141.9203,37998.61,B782,273.4826,401.1163,827.5709,0.8549
12:12:30,FLT1000,34.783,141.9182,37998.75,B782,273.3431,401.1178,827.8342,0.8551
12:12:31,FLT1000,34.7832,141.9161,37998.81,B782,273.4151,401.1196,827.8277,0.8551
12:12:32,FLT1000,34.7835,141.9139,37998.84,B782,273.3758,401.1184,827.7228,0.855
12:12:33,FLT1000,34.7838,141.9118,37998.84,B782,273.317,401.1189,827.7939,0.8551
12:12:34,FLT1000,34.784,141.9096,37998.87,B782,273.3863,401.12,827.8099,0.8551
12:12:35,FLT1000,34.7843,141.9075,37998.85,B782,273.3976,401.1207,828.026,0.8553
12:12:36,FLT1000,34.7845,141.9054,37998.86,B782,273.4293,401.1232,827.6186,0.8549
12:12:37,FLT1000,34.7848,141.9033,37998.86,B782,273.5372,401.1201,828.0261,0.8553
12:12:38,FLT1000,34.785,141.9011,37998.8,B782,273.4312,401.1221,827.7087,0.855
12:12:39,FLT1000,34.7853,141.899,37998.86,B782,273.4204,401.1255,827.9431,0.8552
12:12:40,FLT1000,34.7855,141.8968,37998.88,B782,273.4594,401.131,827.8048,0.8551
12:12:41,FLT1000,34.7858,141.8947,37998.72,B782,273.5069,401.1367,827.9473,0.8552
12:12:42,FLT1000,34.7861,141.8926,37998.61,B782,273.388,401.1399,828.111,0.8554
12:12:43,FLT1000,34.7863,141.8904,37998.53,B782,273.485,401.1436,827.999,0.8553
12:12:44,FLT1000,34.7866,141.8883,37998.49,B782,273.4986,401.1453,827.5941,0.8549
12:12:45,FLT1000,34.7868,141.8861,37998.41,B782,273.4991,401.1466,828.1254,0.8554
12:12:46,FLT1000,34.7871,141.884,37998.33,B782,273.5283,401.1529,828.2229,0.8555
12:12:47,FLT1000,34.7873,141.8819,37998.28,B782,273.518,401.1559,828.0289,0.8553
12:12:48,FLT1000,34.7876,141.8798,37998.16,B782,273.4654,401.1604,827.9523,0.8553
12:12:49,FLT1000,34.7879,141.8776,37998.16,B782,273.4577,401.1652,827.9492,0.8553
12:12:50,FLT1000,34.7881,141.8755,37998.07,B782,273.4548,401.1708,828.0195,0.8553
12:12:51,FLT1000,34.7884,141.8733,37997.87,B782,273.5206,401.1705,827.7899,0.8551
12:12:52,FLT1000,34.7886,141.8712,37997.71,B782,273.4912,401.17,828.1179,0.8554
12:12:53,FLT1000,34.7889,141.8691,37997.71,B782,273.5161,401.1714,827.9316,0.8552
12:12:54,FLT1000,34.7891,141.8669,37997.79,B782,273.3671,401.1735,827.9036,0.8552
12:12:55,FLT1000,34.7894,141.8648,37997.72,B782,273.5017,401.1764,828.0181,0.8553
12:12:56,FLT1000,34.7896,141.8626,37997.58,B782,273.584,401.1767,828.2952,0.8556
12:12:57,FLT1000,34.7899,141.8605,37997.51,B782,273.551,401.1795,827.9342,0.8552
12:12:58,FLT1000,34.7902,141.8584,37997.46,B782,273.4911,401.1799,828.1628,0.8555
12:12:59,FLT1000,34.7904,141.8563,37997.44,B782,273.4354,401.1824,827.6305,0.8549
12:13:00,FLT1000,34.7907,141.8541,37997.36,B782,273.4756,401.1829,828.1013,0.8554
12:13:01,FLT1000,34.7909,141.852,37997.46,B782,273.6006,401.1812,828.1843,0.8555
12:13:02,FLT1000,34.7912,141.8498,37997.51,B782,273.5708,401.1831,828.3369,0.8557
12:13:03,FLT1000,34.7914,141.8477,37997.57,B782,273.4918,401.1835,828.0537,0.8554
12:13:04,FLT1000,34.7917,141.8456,37997.68,B782,273.5114,401.1878,828.0668,0.8554
12:13:05,FLT1000,34.7919,141.8434,37997.68,B782,273.4906,401.1882,828.1306,0.8554
12:13:06,FLT1000,34.7922,141.8413,37997.68,B782,273.5261,401.1858,828.1025,0.8554
12:13:07,FLT1000,34.7924,141.8391,37997.72,B782,273.5181,401.1839,828.295,0.8556
12:13:08,FLT1000,34.7927,141.837,37997.74,B782,273.5341,401.1823,828.1276,0.8554
12:13:09,FLT1000,34.793,141.8349,37997.78,B782,273.4287,401.1807,827.89,0.8552
12:13:10,FLT1000,34.7932,141.8327,37997.77,B782,273.5372,401.1789,828.0987,0.8554
12:13:11,FLT1000,34.7935,141.8306,37997.78,B782,273.471,401.1779,827.9227,0.8552
12:13:12,FLT1000,34.7937,141.8284,37997.81,B782,273.6299,401.1772,827.8458,0.8551
12:13:13,FLT1000,34.794,141.8263,37997.83,B782,273.6036,401.1741,828.1032,0.8554
12:13:14,FLT1000,34.7942,141.8242,37997.85,B782,273.4447,401.173,828.1034,0.8554
12:13:15,FLT1000,34.7945,141.8221,37997.85,B782,273.5657,401.1742,828.102,0.8554
12:13:16,FLT1000,34.7947,141.8199,37997.88,B782,273.5358,401.1738,827.8424,0.8551
12:13:17,FLT1000,34.795,141.8178,37997.83,B782,273.526,401.1725,828.0978,0.8554
12:13:18,FLT1000,34.7953,141.8156,37997.83,B782,273.5294,401.1686,828.3296,0.8556
12:13:19,FLT1000,34.7955,141.8135,37997.81,B782,273.5488,401.1658,828.1934,0.8555
12:13:20,FLT1000,34.7958,141.8114,37997.77,B782,273.4118,401.1646,827.8016,0.8551
12:13:21,FLT1000,34.796,141.8092,37997.77,B782,273.5145,401.1633,827.777,0.8551
12:13:22,FLT1000,34.7963,141.8071,37997.71,B782,273.4214,401.1616,827.8722,0.8552
12:13:23,FLT1000,34.7965,141.8049,37997.63,B782,273.4177,401.1628,827.9387,0.8552
12:13:24,FLT1000,34.7968,141.8028,37997.51,B782,273.485,401.1633,827.7452,0.855
12:13:25,FLT1000,34.797,141.8007,37997.49,B782,273.5596,401.1606,828.1327,0.8554
12:13:26,FLT1000,34.7973,141.7986,37997.46,B782,273.5562,401.1603,827.8639,0.8552
12:13:27,FLT1000,34.7975,141.7964,37997.37,B782,273.5504,401.1592,828.0165,0.8553
12:13:28,FLT1000,34.7978,141.7943,37997.28,B782,273.5541,401.1561,828.1426,0.8555
12:13:29,FLT1000,34.798,141.7921,37997.29,B782,273.4505,401.1536,828.0273,0.8553
12:13:30,FLT1000,34.7983,141.79,37997.31,B782,273.4912,401.149,828.2395,0.8556
12:13:31,FLT1000,34.7986,141.7879,37997.35,B782,273.4622,401.1451,828.0863,0.8554
12:13:32,FLT1000,34.7988,141.7857,37997.37,B782,273.5163,401.1332,828.0486,0.8554
12:13:33,FLT1000,34.7991,141.7836,37997.36,B782,273.432,401.0874,827.8772,0.8552
12:13:34,FLT1000,34.7993,141.7814,37997.51,B782,273.474,400.9954,828.0619,0.8554
12:13:35,FLT1000,34.7996,141.7793,37997.92,B782,273.4473,400.8522,827.833,0.8551
12:13:36,FLT1000,34.7998,141.7772,37998.25,B782,273.3634,400.6832,827.6795,0.855
12:13:37,FLT1000,34.8,141.775,37998.25,B782,273.506,400.4956,827.6947,0.855
12:13:38,FLT1000,34.8002,141.7729,37998.31,B782,273.4958,400.3006,827.8456,0.8551
12:13:39,FLT1000,34.8004,141.7708,37998.11,B782,273.4205,400.1005,828.1195,0.8554
12:13:40,FLT1000,34.8006,141.7686,37997.89,B782,273.4573,399.9023,827.7325,0.855
12:13:41,FLT1000,34.8007,141.7665,37997.63,B782,273.3293,399.708,827.8591,0.8552
12:13:42,FLT1000,34.8008,141.7643,37997.39,B782,273.4129,399.5201,827.9314,0.8552
12:13:43,FLT1000,34.801,141.7622,37997.26,B782,273.3519,399.3449,827.3774,0.8547
12:13:44,FLT1000,34.8011,141.76,37997.22,B782,273.4395,399.1718,827.76,0.8551
12:13:45,FLT1000,34.8011,141.7579,37997.23,B782,273.3567,399.0141,827.6417,0.8549
12:13:46,FLT1000,34.8012,141.7557,37997.2,B782,273.3414,398.8605,827.5113,0.8548
12:13:47,FLT1000,34.8013,141.7536,37997.21,B782,273.3685,398.7142,827.6033,0.8549
12:13:48,FLT1000,34.8013,141.7515,37997.27,B782,273.3069,398.5766,827.6919,0.855
12:13:49,FLT1000,34.8013,141.7493,37997.3,B782,273.3127,398.4479,827.6162,0.8549
12:13:50,FLT1000,34.8013,141.7472,37997.41,B782,273.3543,398.3264,827.9413,0.8552
12:13:51,FLT1000,34.8013,141.745,37997.49,B782,273.4211,398.212,827.9759,0.8553
12:13:52,FLT1000,34.8013,141.7429,37997.52,B782,273.3199,398.1024,827.5505,0.8548
12:13:53,FLT1000,34.8012,141.7407,37997.52,B782,273.3619,398.002,827.548,0.8548
12:13:54,FLT1000,34.8012,141.7386,37997.52,B782,273.3773,397.9064,827.6098,0.8549
12:13:55,FLT1000,34.8011,141.7364,37997.61,B782,273.3413,397.8201,827.5884,0.8549
12:13:56,FLT1000,34.801,141.7343,37997.76,B782,273.3588,397.7417,827.6173,0.8549
12:13:57,FLT1000,34.8009,141.7322,37997.8,B782,273.2515,397.6727,827.3686,0.8547
12:13:58,FLT1000,34.8008,141.73,37997.7,B782,273.2681,397.6096,827.3685,0.8547
12:13:59,FLT1000,34.8007,141.7279,37997.68,B782,273.2269,397.5541,827.1719,0.8544
12:14:00,FLT1000,34.8005,141.7258,37997.73,B782,273.314,397.4982,827.5866,0.8549
12:14:01,FLT1000,34.8004,141.7237,37997.73,B782,273.1936,397.4494,827.2893,0.8546
12:14:02,FLT1000,34.8002,141.7215,37997.78,B782,273.2891,397.4054,827.4774,0.8548
12:14:03,FLT1000,34.8,141.7194,37997.89,B782,273.2236,397.3635,827.3231,0.8546
12:14:04,FLT1000,34.7998,141.7173,37998.02,B782,273.3037,397.3273,827.4482,0.8547
